,index,Unnamed: 0,name,nameLabel,education,educationLabel,countryLabel,isTrue,Questions,Statements,Group
1219,7793,8022,Q120220,Christoph Matschie,Q154561,University of Jena,Germany,1,Did Christoph Matschie attend University of Jena?,Christoph Matschie attended University of Jena.,506
1220,7805,8034,Q120260,Martin O'Malley,Q7934333,Virginia International University,United States of America,0,Did Martin O'Malley attend Virginia International University?,Martin O'Malley attended Virginia International University.,507
1221,7803,8032,Q120260,Martin O'Malley,Q6983269,Nazarene Bible College,United States of America,0,Did Martin O'Malley attend Nazarene Bible College?,Martin O'Malley attended Nazarene Bible College.,507
1222,7799,8028,Q120260,Martin O'Malley,Q4119470,"University of Maryland, Baltimore",United States of America,1,"Did Martin O'Malley attend University of Maryland, Baltimore?","Martin O'Malley attended University of Maryland, Baltimore.",507
1223,7800,8029,Q120260,Martin O'Malley,Q179036,The Catholic University of America,United States of America,1,Did Martin O'Malley attend The Catholic University of America?,Martin O'Malley attended The Catholic University of America.,507
1224,29135,29772,Q1203809,Juozas Galdikas,Q1787936,Lithuanian Academy of Music and Theatre,Lithuania,0,Did Juozas Galdikas attend Lithuanian Academy of Music and Theatre?,Juozas Galdikas attended Lithuanian Academy of Music and Theatre.,508
1225,29130,29767,Q1203809,Juozas Galdikas,Q658192,Vilnius University,Lithuania,1,Did Juozas Galdikas attend Vilnius University?,Juozas Galdikas attended Vilnius University.,508
1226,7811,8040,Q120650,Olivier Français,Q7382169,Russian and Eurasian Security Network,Switzerland,0,Did Olivier Français attend Russian and Eurasian Security Network?,Olivier Français attended Russian and Eurasian Security Network.,509
1227,7806,8035,Q120650,Olivier Français,Q262760,Swiss Federal Institute of Technology in Lausanne,Switzerland,1,Did Olivier Français attend Swiss Federal Institute of Technology in Lausanne?,Olivier Français attended Swiss Federal Institute of Technology in Lausanne.,509
1228,7593,7822,Q120724,Roger Nordmann,Q118917962,Faculty of Theology of the Pontifical Salesian University,Italy,0,Did Roger Nordmann attend Faculty of Theology of the Pontifical Salesian University?,Roger Nordmann attended Faculty of Theology of the Pontifical Salesian University.,510
1229,7594,7823,Q120724,Roger Nordmann,Q4005892,Università degli Studi eCampus,Italy,0,Did Roger Nordmann attend Università degli Studi eCampus?,Roger Nordmann attended Università degli Studi eCampus.,510
1230,7591,7820,Q120724,Roger Nordmann,Q131262,University of Bologna,Italy,1,Did Roger Nordmann attend University of Bologna?,Roger Nordmann attended University of Bologna.,510
1231,7592,7821,Q120724,Roger Nordmann,Q659080,University of Bern,Switzerland,1,Did Roger Nordmann attend University of Bern?,Roger Nordmann attended University of Bern.,510
1232,7599,7828,Q120733,Jean-Claude Rennwald,Q262760,Swiss Federal Institute of Technology in Lausanne,Switzerland,0,Did Jean-Claude Rennwald attend Swiss Federal Institute of Technology in Lausanne?,Jean-Claude Rennwald attended Swiss Federal Institute of Technology in Lausanne.,511
1233,7598,7827,Q120733,Jean-Claude Rennwald,Q503473,University of Geneva,Switzerland,1,Did Jean-Claude Rennwald attend University of Geneva?,Jean-Claude Rennwald attended University of Geneva.,511
1234,7605,7834,Q120742,Isabelle Moret,Q17005112,Basel School of Business,Switzerland,0,Did Isabelle Moret attend Basel School of Business?,Isabelle Moret attended Basel School of Business.,512
1235,7604,7833,Q120742,Isabelle Moret,Q658975,University of Lausanne,Switzerland,1,Did Isabelle Moret attend University of Lausanne?,Isabelle Moret attended University of Lausanne.,512
1236,4235,4377,Q120859,Nadja Hirsch,Q690912,University of Hohenheim,Germany,0,Did Nadja Hirsch attend University of Hohenheim?,Nadja Hirsch attended University of Hohenheim.,513
1237,4233,4374,Q120859,Nadja Hirsch,Q533069,Ducal Georgianum,Germany,0,Did Nadja Hirsch attend Ducal Georgianum?,Nadja Hirsch attended Ducal Georgianum.,513
1238,4231,4372,Q120859,Nadja Hirsch,Q55044,Ludwig Maximilian University of Munich,Germany,1,Did Nadja Hirsch attend Ludwig Maximilian University of Munich?,Nadja Hirsch attended Ludwig Maximilian University of Munich.,513
1239,4232,4373,Q120859,Nadja Hirsch,Q687017,FernUniversität in Hagen,Germany,1,Did Nadja Hirsch attend FernUniversität in Hagen?,Nadja Hirsch attended FernUniversität in Hagen.,513
1240,29309,29950,Q1208819,Diana Golze,Q1622216,Leipzig University of Applied Sciences,Germany,0,Did Diana Golze attend Leipzig University of Applied Sciences?,Diana Golze attended Leipzig University of Applied Sciences.,514
1241,29308,29949,Q1208819,Diana Golze,Q51985,Technical University of Berlin,Germany,1,Did Diana Golze attend Technical University of Berlin?,Diana Golze attended Technical University of Berlin.,514
1242,4240,4382,Q120883,Céline Amaudruz,Q689617,Università della Svizzera italiana,Switzerland,0,Did Céline Amaudruz attend Università della Svizzera italiana?,Céline Amaudruz attended Università della Svizzera italiana.,515
1243,4241,4383,Q120883,Céline Amaudruz,Q11942,ETH Zurich,Switzerland,0,Did Céline Amaudruz attend ETH Zurich?,Céline Amaudruz attended ETH Zurich.,515
1244,4237,4379,Q120883,Céline Amaudruz,Q503473,University of Geneva,Switzerland,1,Did Céline Amaudruz attend University of Geneva?,Céline Amaudruz attended University of Geneva.,515
1245,4238,4380,Q120883,Céline Amaudruz,Q667972,International Institute for Management Development,Switzerland,1,Did Céline Amaudruz attend International Institute for Management Development?,Céline Amaudruz attended International Institute for Management Development.,515
1246,29317,29958,Q1209149,Diarmuid Wilson,Q5519456,Galway-Mayo Institute of Technology,Republic of Ireland,0,Did Diarmuid Wilson attend Galway-Mayo Institute of Technology?,Diarmuid Wilson attended Galway-Mayo Institute of Technology.,516
1247,29314,29955,Q1209149,Diarmuid Wilson,Q4556206,St Patrick's College,Republic of Ireland,1,Did Diarmuid Wilson attend St Patrick's College?,Diarmuid Wilson attended St Patrick's College.,516
1248,4245,4387,Q120917,Viola Amherd,Q5413406,EU Business School,Spain,0,Did Viola Amherd attend EU Business School?,Viola Amherd attended EU Business School.,517
1249,4244,4386,Q120917,Viola Amherd,Q36188,University of Fribourg,Switzerland,1,Did Viola Amherd attend University of Fribourg?,Viola Amherd attended University of Fribourg.,517
1250,4251,4393,Q120934,Martin Bäumle,Q258286,Benedict International Education Group,Switzerland,0,Did Martin Bäumle attend Benedict International Education Group?,Martin Bäumle attended Benedict International Education Group.,518
1251,4250,4392,Q120934,Martin Bäumle,Q11942,ETH Zurich,Switzerland,1,Did Martin Bäumle attend ETH Zurich?,Martin Bäumle attended ETH Zurich.,518
1252,4260,4402,Q120937,Daniel Jositsch,Q22533863,Batelle building A,Switzerland,0,Did Daniel Jositsch attend Batelle building A?,Daniel Jositsch attended Batelle building A.,519
1253,4256,4398,Q120937,Daniel Jositsch,Q673354,University of St. Gallen,Switzerland,1,Did Daniel Jositsch attend University of St. Gallen?,Daniel Jositsch attended University of St. Gallen.,519
1254,4264,4407,Q120954,Cesla Amarelle,Q36188,University of Fribourg,Switzerland,0,Did Cesla Amarelle attend University of Fribourg?,Cesla Amarelle attended University of Fribourg.,520
1255,4262,4404,Q120954,Cesla Amarelle,Q658975,University of Lausanne,Switzerland,1,Did Cesla Amarelle attend University of Lausanne?,Cesla Amarelle attended University of Lausanne.,520
1256,29323,29964,Q1210194,Byron Brown,Q4679820,Adam Smith University,United States of America,0,Did Byron Brown attend Adam Smith University?,Byron Brown attended Adam Smith University.,521
1257,29320,29961,Q1210194,Byron Brown,Q4570064,Buffalo State University,United States of America,1,Did Byron Brown attend Buffalo State University?,Byron Brown attended Buffalo State University.,521
1258,4273,4416,Q121055,Rolf Schlierer,Q309948,Ruhr University Bochum,Germany,0,Did Rolf Schlierer attend Ruhr University Bochum?,Rolf Schlierer attended Ruhr University Bochum.,522
1259,4272,4415,Q121055,Rolf Schlierer,Q704468,University of Passau,Germany,0,Did Rolf Schlierer attend University of Passau?,Rolf Schlierer attended University of Passau.,522
1260,4268,4411,Q121055,Rolf Schlierer,Q153978,University of Tübingen,Germany,1,Did Rolf Schlierer attend University of Tübingen?,Rolf Schlierer attended University of Tübingen.,522
1261,4267,4410,Q121055,Rolf Schlierer,Q317053,University of Giessen,Germany,1,Did Rolf Schlierer attend University of Giessen?,Rolf Schlierer attended University of Giessen.,522
1262,4276,4419,Q121174,Michael Brand,Q1109249,Collegium Ludgerianum,Germany,0,Did Michael Brand attend Collegium Ludgerianum?,Michael Brand attended Collegium Ludgerianum.,523
1263,4274,4417,Q121174,Michael Brand,Q152171,University of Bonn,Germany,1,Did Michael Brand attend University of Bonn?,Michael Brand attended University of Bonn.,523
1264,4516,4670,Q121285,Elisabeth Baume-Schneider,Q2325341,State-independent Theological University of Basel,Switzerland,0,Did Elisabeth Baume-Schneider attend State-independent Theological University of Basel?,Elisabeth Baume-Schneider attended State-independent Theological University of Basel.,524
1265,4511,4665,Q121285,Elisabeth Baume-Schneider,Q541548,University of Neuchâtel,Switzerland,1,Did Elisabeth Baume-Schneider attend University of Neuchâtel?,Elisabeth Baume-Schneider attended University of Neuchâtel.,524
1266,4519,4673,Q121291,Isabel Rochat,Q3128596,Geneva University of Music,Switzerland,0,Did Isabel Rochat attend Geneva University of Music?,Isabel Rochat attended Geneva University of Music.,525
1267,4517,4671,Q121291,Isabel Rochat,Q503473,University of Geneva,Switzerland,1,Did Isabel Rochat attend University of Geneva?,Isabel Rochat attended University of Geneva.,525
1268,4527,4682,Q121295,David Hiler,Q1513240,Oeschger Centre for Climate Change Research,Switzerland,0,Did David Hiler attend Oeschger Centre for Climate Change Research?,David Hiler attended Oeschger Centre for Climate Change Research.,526
1269,4523,4677,Q121295,David Hiler,Q503473,University of Geneva,Switzerland,1,Did David Hiler attend University of Geneva?,David Hiler attended University of Geneva.,526
1270,4530,4685,Q121297,Stefan Meierhans,Q107223245,Schaffhausen Institute of Technology,Switzerland,0,Did Stefan Meierhans attend Schaffhausen Institute of Technology?,Stefan Meierhans attended Schaffhausen Institute of Technology.,527
1271,4532,4687,Q121297,Stefan Meierhans,Q691686,Geneva Graduate Institute,Switzerland,0,Did Stefan Meierhans attend Geneva Graduate Institute?,Stefan Meierhans attended Geneva Graduate Institute.,527
1272,4529,4684,Q121297,Stefan Meierhans,Q372608,University of Basel,Switzerland,1,Did Stefan Meierhans attend University of Basel?,Stefan Meierhans attended University of Basel.,527
1273,4528,4683,Q121297,Stefan Meierhans,Q185246,Uppsala University,Sweden,1,Did Stefan Meierhans attend Uppsala University?,Stefan Meierhans attended Uppsala University.,527
1274,4540,4695,Q121301,Michèle Künzler,Q5065463,Cesar Ritz Colleges,Switzerland,0,Did Michèle Künzler attend Cesar Ritz Colleges?,Michèle Künzler attended Cesar Ritz Colleges.,528
1275,4535,4690,Q121301,Michèle Künzler,Q503473,University of Geneva,Switzerland,1,Did Michèle Künzler attend University of Geneva?,Michèle Künzler attended University of Geneva.,528
1276,4546,4701,Q121314,François Longchamp,Q12185337,International School of Business Management,Switzerland,0,Did François Longchamp attend International School of Business Management?,François Longchamp attended International School of Business Management.,529
1277,4541,4696,Q121314,François Longchamp,Q503473,University of Geneva,Switzerland,1,Did François Longchamp attend University of Geneva?,François Longchamp attended University of Geneva.,529
1278,4552,4708,Q121327,Roland Wöller,Q530991,Helmut Schmidt University,Germany,0,Did Roland Wöller attend Helmut Schmidt University?,Roland Wöller attended Helmut Schmidt University.,530
1279,4551,4706,Q121327,Roland Wöller,Q513622,Lübeck Academy of Music,Germany,0,Did Roland Wöller attend Lübeck Academy of Music?,Roland Wöller attended Lübeck Academy of Music.,530
1280,4548,4703,Q121327,Roland Wöller,Q158158,TU Dresden,Germany,1,Did Roland Wöller attend TU Dresden?,Roland Wöller attended TU Dresden.,530
1281,4547,4702,Q121327,Roland Wöller,Q51985,Technical University of Berlin,Germany,1,Did Roland Wöller attend Technical University of Berlin?,Roland Wöller attended Technical University of Berlin.,530
1282,4554,4710,Q121330,Stéphane Rossini,Q2325341,State-independent Theological University of Basel,Switzerland,0,Did Stéphane Rossini attend State-independent Theological University of Basel?,Stéphane Rossini attended State-independent Theological University of Basel.,531
1283,4553,4709,Q121330,Stéphane Rossini,Q658975,University of Lausanne,Switzerland,1,Did Stéphane Rossini attend University of Lausanne?,Stéphane Rossini attended University of Lausanne.,531
1284,4559,4716,Q121336,Tatjana Böhm,Q616905,University of Augsburg,Germany,0,Did Tatjana Böhm attend University of Augsburg?,Tatjana Böhm attended University of Augsburg.,532
1285,4558,4715,Q121336,Tatjana Böhm,Q152087,Humboldt University of Berlin,Germany,1,Did Tatjana Böhm attend Humboldt University of Berlin?,Tatjana Böhm attended Humboldt University of Berlin.,532
1286,4565,4722,Q121349,Martin Schmid,Q2605554,Zurich University of Applied Sciences/ZHAW,Switzerland,0,Did Martin Schmid attend Zurich University of Applied Sciences/ZHAW?,Martin Schmid attended Zurich University of Applied Sciences/ZHAW.,533
1287,4564,4721,Q121349,Martin Schmid,Q673354,University of St. Gallen,Switzerland,1,Did Martin Schmid attend University of St. Gallen?,Martin Schmid attended University of St. Gallen.,533
1288,4576,4733,Q121470,Kurt Fluri,Q16826177,American University in Switzerland,Switzerland,0,Did Kurt Fluri attend American University in Switzerland?,Kurt Fluri attended American University in Switzerland.,534
1289,4572,4729,Q121470,Kurt Fluri,Q31871713,Batelle building F,Switzerland,0,Did Kurt Fluri attend Batelle building F?,Kurt Fluri attended Batelle building F.,534
1290,4570,4727,Q121470,Kurt Fluri,Q659080,University of Bern,Switzerland,1,Did Kurt Fluri attend University of Bern?,Kurt Fluri attended University of Bern.,534
1291,4571,4728,Q121470,Kurt Fluri,Q372608,University of Basel,Switzerland,1,Did Kurt Fluri attend University of Basel?,Kurt Fluri attended University of Basel.,534
1292,29327,29968,Q1215567,Catiuscia Marini,Q1243705,University of Modena and Reggio Emilia,Italy,0,Did Catiuscia Marini attend University of Modena and Reggio Emilia?,Catiuscia Marini attended University of Modena and Reggio Emilia.,535
1293,29326,29967,Q1215567,Catiuscia Marini,Q748085,University of Perugia,Italy,1,Did Catiuscia Marini attend University of Perugia?,Catiuscia Marini attended University of Perugia.,535
1294,4579,4736,Q121780,Michael Matheson,Q3551353,University of London Institute in Paris,France,0,Did Michael Matheson attend University of London Institute in Paris?,Michael Matheson attended University of London Institute in Paris.,536
1295,4577,4734,Q121780,Michael Matheson,Q915989,Queen Margaret University,United Kingdom,1,Did Michael Matheson attend Queen Margaret University?,Michael Matheson attended Queen Margaret University.,536
1296,4588,4745,Q121785,Vladimir Urutchev,Q670649,Irkutsk State University,Russia,0,Did Vladimir Urutchev attend Irkutsk State University?,Vladimir Urutchev attended Irkutsk State University.,537
1297,4583,4740,Q121785,Vladimir Urutchev,Q224802,Moscow Power Engineering Institute,Russia,1,Did Vladimir Urutchev attend Moscow Power Engineering Institute?,Vladimir Urutchev attended Moscow Power Engineering Institute.,537
1298,4594,4751,Q121807,Karl Addicks,Q85337527,Roman Catholic seminary in Eichstätt (1843-1924),Kingdom of Bavaria,0,Did Karl Addicks attend Roman Catholic seminary in Eichstätt (1843-1924)?,Karl Addicks attended Roman Catholic seminary in Eichstätt (1843-1924).,538
1299,4593,4750,Q121807,Karl Addicks,Q1622147,Zittau/Görlitz University of Applied Sciences,Germany,0,Did Karl Addicks attend Zittau/Görlitz University of Applied Sciences?,Karl Addicks attended Zittau/Görlitz University of Applied Sciences.,538
1300,4589,4746,Q121807,Karl Addicks,Q700758,Saarland University,Germany,1,Did Karl Addicks attend Saarland University?,Karl Addicks attended Saarland University.,538
1301,4590,4747,Q121807,Karl Addicks,Q156725,University of Hamburg,Germany,1,Did Karl Addicks attend University of Hamburg?,Karl Addicks attended University of Hamburg.,538
1302,4726,4886,Q121853,Pirmin Bischof,Q222450,Zurich University of the Arts,Switzerland,0,Did Pirmin Bischof attend Zurich University of the Arts?,Pirmin Bischof attended Zurich University of the Arts.,539
1303,4721,4881,Q121853,Pirmin Bischof,Q659080,University of Bern,Switzerland,1,Did Pirmin Bischof attend University of Bern?,Pirmin Bischof attended University of Bern.,539
1304,4729,4889,Q121896,Alec von Graffenried,Q5324466,ETH Zurich Faculty of Architecture,Switzerland,0,Did Alec von Graffenried attend ETH Zurich Faculty of Architecture?,Alec von Graffenried attended ETH Zurich Faculty of Architecture.,540
1305,4727,4887,Q121896,Alec von Graffenried,Q659080,University of Bern,Switzerland,1,Did Alec von Graffenried attend University of Bern?,Alec von Graffenried attended University of Bern.,540
1306,4734,4894,Q121901,Béatrice Métraux,Q689617,Università della Svizzera italiana,Switzerland,0,Did Béatrice Métraux attend Università della Svizzera italiana?,Béatrice Métraux attended Università della Svizzera italiana.,541
1307,4733,4893,Q121901,Béatrice Métraux,Q503473,University of Geneva,Switzerland,1,Did Béatrice Métraux attend University of Geneva?,Béatrice Métraux attended University of Geneva.,541
1308,29576,30221,Q1219426,Zsolt Nyitrai,Q606815,University of Pannonia,Hungary,0,Did Zsolt Nyitrai attend University of Pannonia?,Zsolt Nyitrai attended University of Pannonia.,542
1309,29572,30217,Q1219426,Zsolt Nyitrai,Q729786,University of Miskolc,Hungary,1,Did Zsolt Nyitrai attend University of Miskolc?,Zsolt Nyitrai attended University of Miskolc.,542
1310,29581,30227,Q1220880,Zsolt Németh,Q18599934,Theological College of Eger,Hungary,0,Did Zsolt Németh attend Theological College of Eger?,Zsolt Németh attended Theological College of Eger.,543
1311,29577,30223,Q1220880,Zsolt Németh,Q1187444,University of Pécs,Hungary,1,Did Zsolt Németh attend University of Pécs?,Zsolt Németh attended University of Pécs.,543
1312,29681,30331,Q1222338,Dieter Krone,Q153978,University of Tübingen,Germany,0,Did Dieter Krone attend University of Tübingen?,Dieter Krone attended University of Tübingen.,544
1313,29677,30327,Q1222338,Dieter Krone,Q702499,Osnabrück University,Germany,1,Did Dieter Krone attend Osnabrück University?,Dieter Krone attended Osnabrück University.,544
1314,4740,4900,Q122304,Nitish Kumar,Q17090521,Singhania University,India,0,Did Nitish Kumar attend Singhania University?,Nitish Kumar attended Singhania University.,545
1315,4739,4899,Q122304,Nitish Kumar,Q6973717,"National Institute of Technology, Patna",India,1,"Did Nitish Kumar attend National Institute of Technology, Patna?","Nitish Kumar attended National Institute of Technology, Patna.",545
1316,29770,30424,Q1223426,Dietmar Hoscher,Q2553612,Webster Vienna Private University,Austria,0,Did Dietmar Hoscher attend Webster Vienna Private University?,Dietmar Hoscher attended Webster Vienna Private University.,546
1317,29768,30421,Q1223426,Dietmar Hoscher,Q165980,University of Vienna,Austria,1,Did Dietmar Hoscher attend University of Vienna?,Dietmar Hoscher attended University of Vienna.,546
1318,29774,30428,Q1223572,Dietmar Strehl,Q314305,Witten/Herdecke University,Germany,0,Did Dietmar Strehl attend Witten/Herdecke University?,Dietmar Strehl attended Witten/Herdecke University.,547
1319,29773,30427,Q1223572,Dietmar Strehl,Q152171,University of Bonn,Germany,1,Did Dietmar Strehl attend University of Bonn?,Dietmar Strehl attended University of Bonn.,547
1320,29905,30564,Q1224894,Gertrude Brinek,Q689400,TU Wien,Austria,0,Did Gertrude Brinek attend TU Wien?,Gertrude Brinek attended TU Wien.,548
1321,29904,30562,Q1224894,Gertrude Brinek,Q165980,University of Vienna,Austria,1,Did Gertrude Brinek attend University of Vienna?,Gertrude Brinek attended University of Vienna.,548
1322,29913,30572,Q1225461,Dilek Kalayci,Q1109235,Collegium Leoninum,Germany,0,Did Dilek Kalayci attend Collegium Leoninum?,Dilek Kalayci attended Collegium Leoninum.,549
1323,29909,30568,Q1225461,Dilek Kalayci,Q51985,Technical University of Berlin,Germany,1,Did Dilek Kalayci attend Technical University of Berlin?,Dilek Kalayci attended Technical University of Berlin.,549
1324,29920,30579,Q1225765,Lev Kreft,Q12803990,Faculty of Theology – University of Ljubljana,Slovenia,0,Did Lev Kreft attend Faculty of Theology – University of Ljubljana?,Lev Kreft attended Faculty of Theology – University of Ljubljana.,550
1325,29915,30574,Q1225765,Lev Kreft,Q1377,University of Ljubljana,Slovenia,1,Did Lev Kreft attend University of Ljubljana?,Lev Kreft attended University of Ljubljana.,550
1326,29925,30584,Q1226051,Dimitris Reppas,Q3551766,University of Peloponnese,Greece,0,Did Dimitris Reppas attend University of Peloponnese?,Dimitris Reppas attended University of Peloponnese.,551
1327,29921,30580,Q1226051,Dimitris Reppas,Q547867,National and Kapodistrian University of Athens,Greece,1,Did Dimitris Reppas attend National and Kapodistrian University of Athens?,Dimitris Reppas attended National and Kapodistrian University of Athens.,551
1328,29932,30591,Q1226328,Dinesh D'Souza,Q16973289,Ira A. Fulton Schools of Engineering,United States of America,0,Did Dinesh D'Souza attend Ira A. Fulton Schools of Engineering?,Dinesh D'Souza attended Ira A. Fulton Schools of Engineering.,552
1329,29927,30586,Q1226328,Dinesh D'Souza,Q49116,Dartmouth College,United States of America,1,Did Dinesh D'Souza attend Dartmouth College?,Dinesh D'Souza attended Dartmouth College.,552
1330,29936,30595,Q1226353,Siegfried Neyer,Q2569068,Seminary of Vienna,Austria,0,Did Siegfried Neyer attend Seminary of Vienna?,Siegfried Neyer attended Seminary of Vienna.,553
1331,29933,30592,Q1226353,Siegfried Neyer,Q875788,University of Innsbruck,Austria,1,Did Siegfried Neyer attend University of Innsbruck?,Siegfried Neyer attended University of Innsbruck.,553
1332,29981,30641,Q1226805,Ágnes Osztolykán,Q631317,Széchenyi István University,Hungary,0,Did Ágnes Osztolykán attend Széchenyi István University?,Ágnes Osztolykán attended Széchenyi István University.,554
1333,29976,30636,Q1226805,Ágnes Osztolykán,Q729786,University of Miskolc,Hungary,1,Did Ágnes Osztolykán attend University of Miskolc?,Ágnes Osztolykán attended University of Miskolc.,554
1334,29987,30647,Q1227031,Dionísio Babo Soares,Q7827033,Torrens University Australia,Australia,0,Did Dionísio Babo Soares attend Torrens University Australia?,Dionísio Babo Soares attended Torrens University Australia.,555
1335,29985,30645,Q1227031,Dionísio Babo Soares,Q7595092,St Patrick's Seminary,Australia,0,Did Dionísio Babo Soares attend St Patrick's Seminary?,Dionísio Babo Soares attended St Patrick's Seminary.,555
1336,29983,30643,Q1227031,Dionísio Babo Soares,Q1134606,Massey University,New Zealand,1,Did Dionísio Babo Soares attend Massey University?,Dionísio Babo Soares attended Massey University.,555
1337,29982,30642,Q1227031,Dionísio Babo Soares,Q127990,Australian National University,Australia,1,Did Dionísio Babo Soares attend Australian National University?,Dionísio Babo Soares attended Australian National University.,555
1338,29995,30655,Q1227076,Diosdado Cabello,Q6156406,Universidad Católica del Táchira,Venezuela,0,Did Diosdado Cabello attend Universidad Católica del Táchira?,Diosdado Cabello attended Universidad Católica del Táchira.,556
1339,29991,30651,Q1227076,Diosdado Cabello,Q24960119,Universidad Valle del Momboy,Venezuela,0,Did Diosdado Cabello attend Universidad Valle del Momboy?,Diosdado Cabello attended Universidad Valle del Momboy.,556
1340,29990,30650,Q1227076,Diosdado Cabello,Q4760155,Andrés Bello Catholic University,Venezuela,1,Did Diosdado Cabello attend Andrés Bello Catholic University?,Diosdado Cabello attended Andrés Bello Catholic University.,556
1341,29989,30649,Q1227076,Diosdado Cabello,Q3234085,Military Academy of the Bolivarian Army,Venezuela,1,Did Diosdado Cabello attend Military Academy of the Bolivarian Army?,Diosdado Cabello attended Military Academy of the Bolivarian Army.,556
1342,4750,4910,Q122715,Philippe Perrenoud,Q658975,University of Lausanne,Switzerland,0,Did Philippe Perrenoud attend University of Lausanne?,Philippe Perrenoud attended University of Lausanne.,557
1343,4745,4905,Q122715,Philippe Perrenoud,Q372608,University of Basel,Switzerland,1,Did Philippe Perrenoud attend University of Basel?,Philippe Perrenoud attended University of Basel.,557
1344,30000,30661,Q1227729,Dirk Adams,Q1622113,University of Applied Sciences Kehl,Germany,0,Did Dirk Adams attend University of Applied Sciences Kehl?,Dirk Adams attended University of Applied Sciences Kehl.,558
1345,29996,30656,Q1227729,Dirk Adams,Q1391189,University of Applied Sciences Erfurt,Germany,1,Did Dirk Adams attend University of Applied Sciences Erfurt?,Dirk Adams attended University of Applied Sciences Erfurt.,558
1346,30005,30667,Q1227894,Dirk Hilbert,Q55038,Berlin University of the Arts,Germany,0,Did Dirk Hilbert attend Berlin University of the Arts?,Dirk Hilbert attended Berlin University of the Arts.,559
1347,30001,30662,Q1227894,Dirk Hilbert,Q158158,TU Dresden,Germany,1,Did Dirk Hilbert attend TU Dresden?,Dirk Hilbert attended TU Dresden.,559
1348,30007,30669,Q1228001,Dirk Nockemann,Q23782301,Staatliche Studienakademie Breitenbrunn,Germany,0,Did Dirk Nockemann attend Staatliche Studienakademie Breitenbrunn?,Dirk Nockemann attended Staatliche Studienakademie Breitenbrunn.,560
1349,30006,30668,Q1228001,Dirk Nockemann,Q309948,Ruhr University Bochum,Germany,1,Did Dirk Nockemann attend Ruhr University Bochum?,Dirk Nockemann attended Ruhr University Bochum.,560
1350,30014,30676,Q1228090,Dirk Stettner,Q1380220,Evangelische Hochschule für Kirchenmusik Tübingen,Germany,0,Did Dirk Stettner attend Evangelische Hochschule für Kirchenmusik Tübingen?,Dirk Stettner attended Evangelische Hochschule für Kirchenmusik Tübingen.,561
1351,30015,30677,Q1228090,Dirk Stettner,Q2446761,Touro College Berlin,Germany,0,Did Dirk Stettner attend Touro College Berlin?,Dirk Stettner attended Touro College Berlin.,561
1352,30013,30675,Q1228090,Dirk Stettner,Q153006,Free University Berlin,Germany,1,Did Dirk Stettner attend Free University Berlin?,Dirk Stettner attended Free University Berlin.,561
1353,30012,30674,Q1228090,Dirk Stettner,Q152171,University of Bonn,Germany,1,Did Dirk Stettner attend University of Bonn?,Dirk Stettner attended University of Bonn.,561
1354,4655,4813,Q122828,Peter Malama,Q262760,Swiss Federal Institute of Technology in Lausanne,Switzerland,0,Did Peter Malama attend Swiss Federal Institute of Technology in Lausanne?,Peter Malama attended Swiss Federal Institute of Technology in Lausanne.,562
1355,4654,4812,Q122828,Peter Malama,Q372608,University of Basel,Switzerland,1,Did Peter Malama attend University of Basel?,Peter Malama attended University of Basel.,562
1356,4665,4823,Q122837,Pierre Weiss,Q4475849,LRG University of Applied Sciences,Switzerland,0,Did Pierre Weiss attend LRG University of Applied Sciences?,Pierre Weiss attended LRG University of Applied Sciences.,563
1357,4660,4818,Q122837,Pierre Weiss,Q503473,University of Geneva,Switzerland,1,Did Pierre Weiss attend University of Geneva?,Pierre Weiss attended University of Geneva.,563
1358,30022,30684,Q1228477,Rudolf Taschner,Q115669377,ITU – Interdisciplinary Transformation University Austria,Austria,0,Did Rudolf Taschner attend ITU – Interdisciplinary Transformation University Austria?,Rudolf Taschner attended ITU – Interdisciplinary Transformation University Austria.,564
1359,30019,30681,Q1228477,Rudolf Taschner,Q165980,University of Vienna,Austria,1,Did Rudolf Taschner attend University of Vienna?,Rudolf Taschner attended University of Vienna.,564
1360,4670,4828,Q122873,Beat Vonlanthen,Q6529933,Les Roches International School of Hotel Management,Switzerland,0,Did Beat Vonlanthen attend Les Roches International School of Hotel Management?,Beat Vonlanthen attended Les Roches International School of Hotel Management.,565
1361,4666,4824,Q122873,Beat Vonlanthen,Q36188,University of Fribourg,Switzerland,1,Did Beat Vonlanthen attend University of Fribourg?,Beat Vonlanthen attended University of Fribourg.,565
1362,30030,30692,Q1229262,Florence Oboshie Sai-Coffie,Q16734216,University of Health and Allied Sciences,Ghana,0,Did Florence Oboshie Sai-Coffie attend University of Health and Allied Sciences?,Florence Oboshie Sai-Coffie attended University of Health and Allied Sciences.,566
1363,30025,30687,Q1229262,Florence Oboshie Sai-Coffie,Q2303765,University of Ghana,Ghana,1,Did Florence Oboshie Sai-Coffie attend University of Ghana?,Florence Oboshie Sai-Coffie attended University of Ghana.,566
1364,4676,4834,Q122938,Anne-Catherine Lyon,Q691686,Geneva Graduate Institute,Switzerland,0,Did Anne-Catherine Lyon attend Geneva Graduate Institute?,Anne-Catherine Lyon attended Geneva Graduate Institute.,567
