,index,Unnamed: 0,name,nameLabel,education,educationLabel,countryLabel,isTrue,Questions,Statements,Group
1299,2884,2972,Q44639,Sean Parnell,Q168000,American University,United States of America,0,Did Sean Parnell attend American University?,Sean Parnell attended American University.,470
1300,2881,2969,Q44639,Sean Parnell,Q3439925,Pacific Lutheran University,United States of America,1,Did Sean Parnell attend Pacific Lutheran University?,Sean Parnell attended Pacific Lutheran University.,470
1301,2882,2970,Q44639,Sean Parnell,Q615873,Seattle University,United States of America,1,Did Sean Parnell attend Seattle University?,Sean Parnell attended Seattle University.,470
1302,2890,2978,Q44690,Lincoln Chafee,Q7896174,University of Puerto Rico at Carolina,United States of America,0,Did Lincoln Chafee attend University of Puerto Rico at Carolina?,Lincoln Chafee attended University of Puerto Rico at Carolina.,471
1303,2891,2979,Q44690,Lincoln Chafee,Q6391909,Kent State University College of Podiatric Medicine,United States of America,0,Did Lincoln Chafee attend Kent State University College of Podiatric Medicine?,Lincoln Chafee attended Kent State University College of Podiatric Medicine.,471
1304,2888,2976,Q44690,Lincoln Chafee,Q1861687,Montana State University,United States of America,1,Did Lincoln Chafee attend Montana State University?,Lincoln Chafee attended Montana State University.,471
1305,2889,2977,Q44690,Lincoln Chafee,Q49114,Brown University,United States of America,1,Did Lincoln Chafee attend Brown University?,Lincoln Chafee attended Brown University.,471
1306,2896,2984,Q44941,Ihor Skosar,Q17749157,V.I. Vernadsky Crimean Federal University,Russia,0,Did Ihor Skosar attend V.I. Vernadsky Crimean Federal University?,Ihor Skosar attended V.I. Vernadsky Crimean Federal University.,472
1307,2895,2983,Q44941,Ihor Skosar,Q94192,National Metallurgical Academy of Ukraine,Ukraine,1,Did Ihor Skosar attend National Metallurgical Academy of Ukraine?,Ihor Skosar attended National Metallurgical Academy of Ukraine.,472
1308,2902,2990,Q74133,Barbara Lochbihler,Q1262602,Duale Hochschule Baden-Württemberg Heidenheim,Germany,0,Did Barbara Lochbihler attend Duale Hochschule Baden-Württemberg Heidenheim?,Barbara Lochbihler attended Duale Hochschule Baden-Württemberg Heidenheim.,473
1309,2901,2989,Q74133,Barbara Lochbihler,Q1632429,Katholische Stiftungsfachhochschule München,Germany,1,Did Barbara Lochbihler attend Katholische Stiftungsfachhochschule München?,Barbara Lochbihler attended Katholische Stiftungsfachhochschule München.,473
1310,2908,2997,Q74147,Christian von Boetticher,Q1653042,IB-Hochschule Berlin,Germany,0,Did Christian von Boetticher attend IB-Hochschule Berlin?,Christian von Boetticher attended IB-Hochschule Berlin.,474
1311,2909,2998,Q74147,Christian von Boetticher,Q690912,University of Hohenheim,Germany,0,Did Christian von Boetticher attend University of Hohenheim?,Christian von Boetticher attended University of Hohenheim.,474
1312,2906,2995,Q74147,Christian von Boetticher,Q156737,University of Kiel,Germany,1,Did Christian von Boetticher attend University of Kiel?,Christian von Boetticher attended University of Kiel.,474
1313,2907,2996,Q74147,Christian von Boetticher,Q156725,University of Hamburg,Germany,1,Did Christian von Boetticher attend University of Hamburg?,Christian von Boetticher attended University of Hamburg.,474
1314,2914,3003,Q74162,Christian Ehler,Q322938,"Academy of Fine Arts, Karlsruhe",Germany,0,"Did Christian Ehler attend Academy of Fine Arts, Karlsruhe?","Christian Ehler attended Academy of Fine Arts, Karlsruhe.",475
1315,2913,3002,Q74162,Christian Ehler,Q152087,Humboldt University of Berlin,Germany,1,Did Christian Ehler attend Humboldt University of Berlin?,Christian Ehler attended Humboldt University of Berlin.,475
1316,2920,3009,Q61299,Zinaida Greceanîi,Q20262483,"Academy of Music, Theatre and Fine Arts of Moldova",Moldova,0,"Did Zinaida Greceanîi attend Academy of Music, Theatre and Fine Arts of Moldova?","Zinaida Greceanîi attended Academy of Music, Theatre and Fine Arts of Moldova.",476
1317,2919,3008,Q61299,Zinaida Greceanîi,Q1097810,Moldova State University,Moldova,1,Did Zinaida Greceanîi attend Moldova State University?,Zinaida Greceanîi attended Moldova State University.,476
1318,2926,3015,Q61386,Wolfgang Tiefensee,Q2088276,Philosophisch-theologische Hochschule Freising,Germany,0,Did Wolfgang Tiefensee attend Philosophisch-theologische Hochschule Freising?,Wolfgang Tiefensee attended Philosophisch-theologische Hochschule Freising.,477
1319,2925,3014,Q61386,Wolfgang Tiefensee,Q154804,Leipzig University,Germany,1,Did Wolfgang Tiefensee attend Leipzig University?,Wolfgang Tiefensee attended Leipzig University.,477
1320,2931,3021,Q61577,Andrea Ypsilanti,Q650345,Hochschule für Musik Freiburg,Germany,0,Did Andrea Ypsilanti attend Hochschule für Musik Freiburg?,Andrea Ypsilanti attended Hochschule für Musik Freiburg.,478
1321,2930,3020,Q61577,Andrea Ypsilanti,Q50662,Goethe University Frankfurt,Germany,1,Did Andrea Ypsilanti attend Goethe University Frankfurt?,Andrea Ypsilanti attended Goethe University Frankfurt.,478
1322,2937,3027,Q61811,Ronald Pofalla,Q5413406,EU Business School,Spain,0,Did Ronald Pofalla attend EU Business School?,Ronald Pofalla attended EU Business School.,479
1323,2936,3026,Q61811,Ronald Pofalla,Q54096,University of Cologne,Germany,1,Did Ronald Pofalla attend University of Cologne?,Ronald Pofalla attended University of Cologne.,479
1324,2941,3033,Q61903,Norbert Röttgen,Q1622188,University of applied science for international management,Germany,0,Did Norbert Röttgen attend University of applied science for international management?,Norbert Röttgen attended University of applied science for international management.,480
1325,2940,3032,Q61903,Norbert Röttgen,Q152171,University of Bonn,Germany,1,Did Norbert Röttgen attend University of Bonn?,Norbert Röttgen attended University of Bonn.,480
1326,2948,3040,Q61938,Hannelore Kraft,Q679134,University of Paderborn,Germany,0,Did Hannelore Kraft attend University of Paderborn?,Hannelore Kraft attended University of Paderborn.,481
1327,2949,3041,Q61938,Hannelore Kraft,Q84941339,HMU Health and Medical University,Germany,0,Did Hannelore Kraft attend HMU Health and Medical University?,Hannelore Kraft attended HMU Health and Medical University.,481
1328,2946,3038,Q61938,Hannelore Kraft,Q245247,King's College London,United Kingdom,1,Did Hannelore Kraft attend King's College London?,Hannelore Kraft attended King's College London.,481
1329,2947,3039,Q61938,Hannelore Kraft,Q696757,University of Duisburg-Essen,Germany,1,Did Hannelore Kraft attend University of Duisburg-Essen?,Hannelore Kraft attended University of Duisburg-Essen.,481
1330,2954,3046,Q62093,David McAllister,Q1622071,Aalen University of Applied Sciences,Germany,0,Did David McAllister attend Aalen University of Applied Sciences?,David McAllister attended Aalen University of Applied Sciences.,482
1331,2953,3045,Q62093,David McAllister,Q678982,Leibniz University Hannover,Germany,1,Did David McAllister attend Leibniz University Hannover?,David McAllister attended Leibniz University Hannover.,482
1332,2961,3053,Q62173,Sabine Leutheusser-Schnarrenberger,Q156725,University of Hamburg,Germany,0,Did Sabine Leutheusser-Schnarrenberger attend University of Hamburg?,Sabine Leutheusser-Schnarrenberger attended University of Hamburg.,483
1333,2962,3054,Q62173,Sabine Leutheusser-Schnarrenberger,Q678965,University of Kaiserslautern,Germany,0,Did Sabine Leutheusser-Schnarrenberger attend University of Kaiserslautern?,Sabine Leutheusser-Schnarrenberger attended University of Kaiserslautern.,483
1334,2959,3051,Q62173,Sabine Leutheusser-Schnarrenberger,Q152838,University of Göttingen,Germany,1,Did Sabine Leutheusser-Schnarrenberger attend University of Göttingen?,Sabine Leutheusser-Schnarrenberger attended University of Göttingen.,483
1335,2960,3052,Q62173,Sabine Leutheusser-Schnarrenberger,Q24382,Bielefeld University,Germany,1,Did Sabine Leutheusser-Schnarrenberger attend Bielefeld University?,Sabine Leutheusser-Schnarrenberger attended Bielefeld University.,483
1336,2967,3059,Q84900,Karl-Heinz Grasser,Q674568,Montanuniversität Leoben,Austria,0,Did Karl-Heinz Grasser attend Montanuniversität Leoben?,Karl-Heinz Grasser attended Montanuniversität Leoben.,484
1337,2966,3058,Q84900,Karl-Heinz Grasser,Q690639,University of Klagenfurt,Austria,1,Did Karl-Heinz Grasser attend University of Klagenfurt?,Karl-Heinz Grasser attended University of Klagenfurt.,484
1338,2973,3065,Q84967,Martin Ehrenhauser,Q700731,Medical University of Vienna,Austria,0,Did Martin Ehrenhauser attend Medical University of Vienna?,Martin Ehrenhauser attended Medical University of Vienna.,485
1339,2972,3064,Q84967,Martin Ehrenhauser,Q682739,Johannes Kepler University Linz,Austria,1,Did Martin Ehrenhauser attend Johannes Kepler University Linz?,Martin Ehrenhauser attended Johannes Kepler University Linz.,485
1340,2979,3071,Q85109,Peter Pilz,Q115669377,ITU – Interdisciplinary Transformation University Austria,Austria,0,Did Peter Pilz attend ITU – Interdisciplinary Transformation University Austria?,Peter Pilz attended ITU – Interdisciplinary Transformation University Austria.,486
1341,2978,3070,Q85109,Peter Pilz,Q165980,University of Vienna,Austria,1,Did Peter Pilz attend University of Vienna?,Peter Pilz attended University of Vienna.,486
1342,2985,3077,Q85199,Bernd Hüttemann,Q1109239,Collegium Liborianum,Germany,0,Did Bernd Hüttemann attend Collegium Liborianum?,Bernd Hüttemann attended Collegium Liborianum.,487
1343,2984,3076,Q85199,Bernd Hüttemann,Q152171,University of Bonn,Germany,1,Did Bernd Hüttemann attend University of Bonn?,Bernd Hüttemann attended University of Bonn.,487
1344,2990,3083,Q85342,Burkhard Balz,Q56187114,University of Technology Nuremberg,Germany,0,Did Burkhard Balz attend University of Technology Nuremberg?,Burkhard Balz attended University of Technology Nuremberg.,488
1345,2989,3082,Q85342,Burkhard Balz,Q152838,University of Göttingen,Germany,1,Did Burkhard Balz attend University of Göttingen?,Burkhard Balz attended University of Göttingen.,488
1346,2995,3089,Q85346,Alexander Zach,Q622683,University of Graz,Austria,0,Did Alexander Zach attend University of Graz?,Alexander Zach attended University of Graz.,489
1347,2994,3088,Q85346,Alexander Zach,Q165980,University of Vienna,Austria,1,Did Alexander Zach attend University of Vienna?,Alexander Zach attended University of Vienna.,489
1348,3001,3095,Q85362,Maria Fekter,Q2240079,"Arenberg Castle, Salzburg",Austria,0,"Did Maria Fekter attend Arenberg Castle, Salzburg?","Maria Fekter attended Arenberg Castle, Salzburg.",490
1349,3000,3094,Q85362,Maria Fekter,Q682739,Johannes Kepler University Linz,Austria,1,Did Maria Fekter attend Johannes Kepler University Linz?,Maria Fekter attended Johannes Kepler University Linz.,490
1350,3007,3101,Q85365,Jörg Leichtfried,Q16511227,Karl Landsteiner University of Health Sciences,Austria,0,Did Jörg Leichtfried attend Karl Landsteiner University of Health Sciences?,Jörg Leichtfried attended Karl Landsteiner University of Health Sciences.,491
1351,3006,3100,Q85365,Jörg Leichtfried,Q622683,University of Graz,Austria,1,Did Jörg Leichtfried attend University of Graz?,Jörg Leichtfried attended University of Graz.,491
1352,3014,3109,Q85368,Othmar Karas,Q875466,European Peace University,Austria,0,Did Othmar Karas attend European Peace University?,Othmar Karas attended European Peace University.,492
1353,3015,3110,Q85368,Othmar Karas,Q461551,Anton Bruckner Private University,Austria,0,Did Othmar Karas attend Anton Bruckner Private University?,Othmar Karas attended Anton Bruckner Private University.,492
1354,3012,3106,Q85368,Othmar Karas,Q673354,University of St. Gallen,Switzerland,1,Did Othmar Karas attend University of St. Gallen?,Othmar Karas attended University of St. Gallen.,492
1355,3013,3107,Q85368,Othmar Karas,Q165980,University of Vienna,Austria,1,Did Othmar Karas attend University of Vienna?,Othmar Karas attended University of Vienna.,492
1356,3019,3114,Q85374,Paul Rübig,Q757391,Central European University,Austria,0,Did Paul Rübig attend Central European University?,Paul Rübig attended Central European University.,493
1357,3018,3113,Q85374,Paul Rübig,Q682739,Johannes Kepler University Linz,Austria,1,Did Paul Rübig attend Johannes Kepler University Linz?,Paul Rübig attended Johannes Kepler University Linz.,493
1358,3024,3120,Q85395,Karin Scheele,Q686153,Collegium Canisianum,Austria,0,Did Karin Scheele attend Collegium Canisianum?,Karin Scheele attended Collegium Canisianum.,494
1359,3023,3119,Q85395,Karin Scheele,Q278044,Vienna University of Economics and Business,Austria,1,Did Karin Scheele attend Vienna University of Economics and Business?,Karin Scheele attended Vienna University of Economics and Business.,494
1360,3029,3126,Q72954,Halimah Ali,Q1375146,Murdoch University,Australia,0,Did Halimah Ali attend Murdoch University?,Halimah Ali attended Murdoch University.,495
1361,3028,3125,Q72954,Halimah Ali,Q962011,University of Tasmania,Australia,1,Did Halimah Ali attend University of Tasmania?,Halimah Ali attended University of Tasmania.,495
1362,3035,3132,Q73127,Khir Toyo,Q12712164,International Medical University,Malaysia,0,Did Khir Toyo attend International Medical University?,Khir Toyo attended International Medical University.,496
1363,3034,3131,Q73127,Khir Toyo,Q1142924,University of Malaya,Malaysia,1,Did Khir Toyo attend University of Malaya?,Khir Toyo attended University of Malaya.,496
1364,3041,3138,Q73137,Nik Nazmi Nik Ahmad,Q1075104,University of Essex,United Kingdom,0,Did Nik Nazmi Nik Ahmad attend University of Essex?,Nik Nazmi Nik Ahmad attended University of Essex.,497
1365,3040,3137,Q73137,Nik Nazmi Nik Ahmad,Q245247,King's College London,United Kingdom,1,Did Nik Nazmi Nik Ahmad attend King's College London?,Nik Nazmi Nik Ahmad attended King's College London.,497
1366,3047,3144,Q73242,Yaakob Sapari,Q19891082,Asia School of Business,Malaysia,0,Did Yaakob Sapari attend Asia School of Business?,Yaakob Sapari attended Asia School of Business.,498
1367,3046,3143,Q73242,Yaakob Sapari,Q1444125,National University of Malaysia,Malaysia,1,Did Yaakob Sapari attend National University of Malaysia?,Yaakob Sapari attended National University of Malaysia.,498
1368,3053,3150,Q73349,Verena Bentele,Q565742,Baltic University,Germany,0,Did Verena Bentele attend Baltic University?,Verena Bentele attended Baltic University.,499
1369,3052,3149,Q73349,Verena Bentele,Q55044,Ludwig Maximilian University of Munich,Germany,1,Did Verena Bentele attend Ludwig Maximilian University of Munich?,Verena Bentele attended Ludwig Maximilian University of Munich.,499
1370,3059,3156,Q73500,Philipp Mißfelder,Q597758,University of Oldenburg,Germany,0,Did Philipp Mißfelder attend University of Oldenburg?,Philipp Mißfelder attended University of Oldenburg.,500
1371,3058,3155,Q73500,Philipp Mißfelder,Q51985,Technical University of Berlin,Germany,1,Did Philipp Mißfelder attend Technical University of Berlin?,Philipp Mißfelder attended Technical University of Berlin.,500
1372,3066,3163,Q73619,Diallo Fadima Touré,Q1052614,Utah State University,United States of America,0,Did Diallo Fadima Touré attend Utah State University?,Diallo Fadima Touré attended Utah State University.,501
1373,3067,3164,Q73619,Diallo Fadima Touré,Q7720324,LIU Brooklyn,United States of America,0,Did Diallo Fadima Touré attend LIU Brooklyn?,Diallo Fadima Touré attended LIU Brooklyn.,501
1374,3064,3161,Q73619,Diallo Fadima Touré,Q392189,Université de Montréal,Canada,1,Did Diallo Fadima Touré attend Université de Montréal?,Diallo Fadima Touré attended Université de Montréal.,501
1375,3065,3162,Q73619,Diallo Fadima Touré,Q761534,University of Georgia,United States of America,1,Did Diallo Fadima Touré attend University of Georgia?,Diallo Fadima Touré attended University of Georgia.,501
1376,3072,3169,Q73788,Michael Ebling,Q1001338,Baden-Wuerttemberg Cooperative State University Loerrach,Germany,0,Did Michael Ebling attend Baden-Wuerttemberg Cooperative State University Loerrach?,Michael Ebling attended Baden-Wuerttemberg Cooperative State University Loerrach.,502
1377,3071,3168,Q73788,Michael Ebling,Q161982,Johannes Gutenberg University Mainz,Germany,1,Did Michael Ebling attend Johannes Gutenberg University Mainz?,Michael Ebling attended Johannes Gutenberg University Mainz.,502
1378,3078,3175,Q73962,Mohamed Azmin Ali,Q2166712,Rose–Hulman Institute of Technology,United States of America,0,Did Mohamed Azmin Ali attend Rose–Hulman Institute of Technology?,Mohamed Azmin Ali attended Rose–Hulman Institute of Technology.,503
1379,3077,3174,Q73962,Mohamed Azmin Ali,Q238101,University of Minnesota,United States of America,1,Did Mohamed Azmin Ali attend University of Minnesota?,Mohamed Azmin Ali attended University of Minnesota.,503
1380,3084,3181,Q96081,Ilka Schröder,Q84941339,HMU Health and Medical University,Germany,0,Did Ilka Schröder attend HMU Health and Medical University?,Ilka Schröder attended HMU Health and Medical University.,504
1381,3083,3180,Q96081,Ilka Schröder,Q597758,University of Oldenburg,Germany,1,Did Ilka Schröder attend University of Oldenburg?,Ilka Schröder attended University of Oldenburg.,504
1382,3090,3187,Q96290,Helmut Scholz,Q182118,National Research University of Electronic Technology,Russia,0,Did Helmut Scholz attend National Research University of Electronic Technology?,Helmut Scholz attended National Research University of Electronic Technology.,505
1383,3089,3186,Q96290,Helmut Scholz,Q322964,Moscow State Institute of International Relations,Russia,1,Did Helmut Scholz attend Moscow State Institute of International Relations?,Helmut Scholz attended Moscow State Institute of International Relations.,505
1384,3096,3193,Q96293,Bernd Althusmann,Q153012,University of Potsdam,Germany,0,Did Bernd Althusmann attend University of Potsdam?,Bernd Althusmann attended University of Potsdam.,506
1385,3095,3192,Q96293,Bernd Althusmann,Q530991,Helmut Schmidt University,Germany,1,Did Bernd Althusmann attend Helmut Schmidt University?,Bernd Althusmann attended Helmut Schmidt University.,506
1386,3102,3199,Q96303,Jost de Jager,Q1922219,Merz Akademie,Germany,0,Did Jost de Jager attend Merz Akademie?,Jost de Jager attended Merz Akademie.,507
1387,3101,3198,Q96303,Jost de Jager,Q156737,University of Kiel,Germany,1,Did Jost de Jager attend University of Kiel?,Jost de Jager attended University of Kiel.,507
1388,3109,3206,Q96427,Jan-Marco Luczak,Q316595,WHU – Otto Beisheim School of Management,Germany,0,Did Jan-Marco Luczak attend WHU – Otto Beisheim School of Management?,Jan-Marco Luczak attended WHU – Otto Beisheim School of Management.,508
1389,3110,3207,Q96427,Jan-Marco Luczak,Q1305888,Muthesius Academy of Art,Germany,0,Did Jan-Marco Luczak attend Muthesius Academy of Art?,Jan-Marco Luczak attended Muthesius Academy of Art.,508
1390,3107,3204,Q96427,Jan-Marco Luczak,Q55044,Ludwig Maximilian University of Munich,Germany,1,Did Jan-Marco Luczak attend Ludwig Maximilian University of Munich?,Jan-Marco Luczak attended Ludwig Maximilian University of Munich.,508
1391,3108,3205,Q96427,Jan-Marco Luczak,Q153006,Free University Berlin,Germany,1,Did Jan-Marco Luczak attend Free University Berlin?,Jan-Marco Luczak attended Free University Berlin.,508
1392,3115,3212,Q96439,Alexandra Thein,Q1024571,YMCA University of Applied Sciences,Germany,0,Did Alexandra Thein attend YMCA University of Applied Sciences?,Alexandra Thein attended YMCA University of Applied Sciences.,509
1393,3114,3211,Q96439,Alexandra Thein,Q153987,University of Freiburg,Germany,1,Did Alexandra Thein attend University of Freiburg?,Alexandra Thein attended University of Freiburg.,509
1394,3122,3219,Q96468,Roland Theis,Q504723,University of Siegen,Germany,0,Did Roland Theis attend University of Siegen?,Roland Theis attended University of Siegen.,510
1395,3123,3221,Q96468,Roland Theis,Q16682067,University of French Guiana,France,0,Did Roland Theis attend University of French Guiana?,Roland Theis attended University of French Guiana.,510
1396,3120,3217,Q96468,Roland Theis,Q1204304,Paul Cézanne University,France,1,Did Roland Theis attend Paul Cézanne University?,Roland Theis attended Paul Cézanne University.,510
1397,3121,3218,Q96468,Roland Theis,Q700758,Saarland University,Germany,1,Did Roland Theis attend Saarland University?,Roland Theis attended Saarland University.,510
1398,3127,3225,Q96506,Peter Feldmann,Q2572209,Wilhelm Büchner Hochschule,Germany,0,Did Peter Feldmann attend Wilhelm Büchner Hochschule?,Peter Feldmann attended Wilhelm Büchner Hochschule.,511
1399,3126,3224,Q96506,Peter Feldmann,Q155354,University of Marburg,Germany,1,Did Peter Feldmann attend University of Marburg?,Peter Feldmann attended University of Marburg.,511
1400,3133,3231,Q96605,Thomas Händel,Q976984,University of Applied Sciences Wedel,Germany,0,Did Thomas Händel attend University of Applied Sciences Wedel?,Thomas Händel attended University of Applied Sciences Wedel.,512
1401,3132,3230,Q96605,Thomas Händel,Q152087,Humboldt University of Berlin,Germany,1,Did Thomas Händel attend Humboldt University of Berlin?,Thomas Händel attended Humboldt University of Berlin.,512
1402,3138,3237,Q96623,Ute Berg,Q317855,Hochschule für Musik Detmold,Germany,0,Did Ute Berg attend Hochschule für Musik Detmold?,Ute Berg attended Hochschule für Musik Detmold.,513
1403,3137,3236,Q96623,Ute Berg,Q152838,University of Göttingen,Germany,1,Did Ute Berg attend University of Göttingen?,Ute Berg attended University of Göttingen.,513
1404,3143,3243,Q96630,Ulrich Adam,Q1622186,Center for Jewish Studies Heidelberg,Germany,0,Did Ulrich Adam attend Center for Jewish Studies Heidelberg?,Ulrich Adam attended Center for Jewish Studies Heidelberg.,514
1405,3142,3242,Q96630,Ulrich Adam,Q159895,University of Rostock,Germany,1,Did Ulrich Adam attend University of Rostock?,Ulrich Adam attended University of Rostock.,514
1406,3149,3250,Q45940,James Lankford,Q18159005,University of South Florida St. Petersburg Baseball Club,United States of America,0,Did James Lankford attend University of South Florida St. Petersburg Baseball Club?,James Lankford attended University of South Florida St. Petersburg Baseball Club.,515
1407,3150,3251,Q45940,James Lankford,Q1446181,Hunter College,United States of America,0,Did James Lankford attend Hunter College?,James Lankford attended Hunter College.,515
1408,3147,3248,Q45940,James Lankford,Q49213,University of Texas at Austin,United States of America,1,Did James Lankford attend University of Texas at Austin?,James Lankford attended University of Texas at Austin.,515
1409,3148,3249,Q45940,James Lankford,Q7571391,Southwestern Baptist Theological Seminary,United States of America,1,Did James Lankford attend Southwestern Baptist Theological Seminary?,James Lankford attended Southwestern Baptist Theological Seminary.,515
1410,3155,3256,Q45946,Suzanne Bonamici,Q5698693,Heidelberg University,United States of America,0,Did Suzanne Bonamici attend Heidelberg University?,Suzanne Bonamici attended Heidelberg University.,516
1411,3154,3255,Q45946,Suzanne Bonamici,Q766145,University of Oregon,United States of America,1,Did Suzanne Bonamici attend University of Oregon?,Suzanne Bonamici attended University of Oregon.,516
1412,3162,3263,Q45951,Mike Fitzpatrick,Q3443893,West Chester University of Pennsylvania,United States of America,0,Did Mike Fitzpatrick attend West Chester University of Pennsylvania?,Mike Fitzpatrick attended West Chester University of Pennsylvania.,517
1413,3163,3264,Q45951,Mike Fitzpatrick,Q6738871,Make-up Designory,United States of America,0,Did Mike Fitzpatrick attend Make-up Designory?,Mike Fitzpatrick attended Make-up Designory.,517
1414,3160,3261,Q45951,Mike Fitzpatrick,Q739627,Pennsylvania State University,United States of America,1,Did Mike Fitzpatrick attend Pennsylvania State University?,Mike Fitzpatrick attended Pennsylvania State University.,517
1415,3161,3262,Q45951,Mike Fitzpatrick,Q2323376,St. Thomas University,United States of America,1,Did Mike Fitzpatrick attend St. Thomas University?,Mike Fitzpatrick attended St. Thomas University.,517
1416,3168,3269,Q45953,Ann Marie Buerkle,Q7777451,Theatre Strike Force,United States of America,0,Did Ann Marie Buerkle attend Theatre Strike Force?,Ann Marie Buerkle attended Theatre Strike Force.,518
1417,3167,3268,Q45953,Ann Marie Buerkle,Q617433,Syracuse University,United States of America,1,Did Ann Marie Buerkle attend Syracuse University?,Ann Marie Buerkle attended Syracuse University.,518
1418,3175,3276,Q45956,Kathy Hochul,Q736674,University of Colorado Boulder,United States of America,0,Did Kathy Hochul attend University of Colorado Boulder?,Kathy Hochul attended University of Colorado Boulder.,519
1419,3176,3277,Q45956,Kathy Hochul,Q1783148,University of Alabama in Huntsville,United States of America,0,Did Kathy Hochul attend University of Alabama in Huntsville?,Kathy Hochul attended University of Alabama in Huntsville.,519
1420,3173,3274,Q45956,Kathy Hochul,Q617433,Syracuse University,United States of America,1,Did Kathy Hochul attend Syracuse University?,Kathy Hochul attended Syracuse University.,519
1421,3174,3275,Q45956,Kathy Hochul,Q179036,The Catholic University of America,United States of America,1,Did Kathy Hochul attend The Catholic University of America?,Kathy Hochul attended The Catholic University of America.,519
1422,3181,3282,Q45977,Prem Das Rai,Q107657111,"Hindi University, Howrah",India,0,"Did Prem Das Rai attend Hindi University, Howrah?","Prem Das Rai attended Hindi University, Howrah.",520
1423,3180,3281,Q45977,Prem Das Rai,Q782682,Indian Institute of Technology Kanpur,India,1,Did Prem Das Rai attend Indian Institute of Technology Kanpur?,Prem Das Rai attended Indian Institute of Technology Kanpur.,520
1424,3187,3288,Q46052,Anders Fogh Rasmussen,Q3359362,Danish Design School,Denmark,0,Did Anders Fogh Rasmussen attend Danish Design School?,Anders Fogh Rasmussen attended Danish Design School.,521
1425,3186,3287,Q46052,Anders Fogh Rasmussen,Q924265,Aarhus University,Denmark,1,Did Anders Fogh Rasmussen attend Aarhus University?,Anders Fogh Rasmussen attended Aarhus University.,521
1426,3193,3294,Q46930,Khaled Mashal,Q4116094,American University of Kuwait,Kuwait,0,Did Khaled Mashal attend American University of Kuwait?,Khaled Mashal attended American University of Kuwait.,522
1427,3192,3293,Q46930,Khaled Mashal,Q3273657,Kuwait University,Kuwait,1,Did Khaled Mashal attend Kuwait University?,Khaled Mashal attended Kuwait University.,522
1428,3200,3301,Q47216,Condoleezza Rice,Q7708160,Texas Tech University at Fredericksburg,United States of America,0,Did Condoleezza Rice attend Texas Tech University at Fredericksburg?,Condoleezza Rice attended Texas Tech University at Fredericksburg.,523
1429,3201,3302,Q47216,Condoleezza Rice,Q7722310,The Chef's Academy,United States of America,0,Did Condoleezza Rice attend The Chef's Academy?,Condoleezza Rice attended The Chef's Academy.,523
1430,3198,3299,Q47216,Condoleezza Rice,Q178848,University of Notre Dame,United States of America,1,Did Condoleezza Rice attend University of Notre Dame?,Condoleezza Rice attended University of Notre Dame.,523
1431,3199,3300,Q47216,Condoleezza Rice,Q519427,University of Denver,United States of America,1,Did Condoleezza Rice attend University of Denver?,Condoleezza Rice attended University of Denver.,523
1432,3206,3307,Q47547,Antonio Di Pietro,Q2319621,Università della Valle d'Aosta,Italy,0,Did Antonio Di Pietro attend Università della Valle d'Aosta?,Antonio Di Pietro attended Università della Valle d'Aosta.,524
1433,3205,3306,Q47547,Antonio Di Pietro,Q46210,University of Milan,Italy,1,Did Antonio Di Pietro attend University of Milan?,Antonio Di Pietro attended University of Milan.,524
1434,3212,3313,Q47556,Pier Luigi Bersani,Q3551769,University of Sannio,Italy,0,Did Pier Luigi Bersani attend University of Sannio?,Pier Luigi Bersani attended University of Sannio.,525
1435,3211,3312,Q47556,Pier Luigi Bersani,Q131262,University of Bologna,Italy,1,Did Pier Luigi Bersani attend University of Bologna?,Pier Luigi Bersani attended University of Bologna.,525
1436,3218,3319,Q47563,Matteo Renzi,Q1235561,University of Eastern Piedmont,Italy,0,Did Matteo Renzi attend University of Eastern Piedmont?,Matteo Renzi attended University of Eastern Piedmont.,526
1437,3217,3318,Q47563,Matteo Renzi,Q820887,University of Florence,Italy,1,Did Matteo Renzi attend University of Florence?,Matteo Renzi attended University of Florence.,526
1438,3224,3325,Q47583,Gianfranco Fini,Q3955057,Seminario vescovile di Patti,Italy,0,Did Gianfranco Fini attend Seminario vescovile di Patti?,Gianfranco Fini attended Seminario vescovile di Patti.,527
1439,3223,3324,Q47583,Gianfranco Fini,Q209344,Sapienza University of Rome,Italy,1,Did Gianfranco Fini attend Sapienza University of Rome?,Gianfranco Fini attended Sapienza University of Rome.,527
1440,3230,3331,Q62307,Zulfikar Ali Magsi,Q4696343,Ahsan-Ul-Uloom,Pakistan,0,Did Zulfikar Ali Magsi attend Ahsan-Ul-Uloom?,Zulfikar Ali Magsi attended Ahsan-Ul-Uloom.,528
1441,3229,3330,Q62307,Zulfikar Ali Magsi,Q1549932,University of the Punjab,Pakistan,1,Did Zulfikar Ali Magsi attend University of the Punjab?,Zulfikar Ali Magsi attended University of the Punjab.,528
1442,3237,3338,Q62333,Peter Müller,Q679134,University of Paderborn,Germany,0,Did Peter Müller attend University of Paderborn?,Peter Müller attended University of Paderborn.,529
1443,3238,3339,Q62333,Peter Müller,Q2496408,Universitätsmedizin Göttingen,Germany,0,Did Peter Müller attend Universitätsmedizin Göttingen?,Peter Müller attended Universitätsmedizin Göttingen.,529
1444,3235,3336,Q62333,Peter Müller,Q700758,Saarland University,Germany,1,Did Peter Müller attend Saarland University?,Peter Müller attended Saarland University.,529
